Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_additives_compounds,Backcontact_stack_sequence,Backcontact_thickness_list,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing,prob
nip,SLG | FTO,TiO2-c,Undoped,Dipp-coating,PbI2,PVP,Spin-coating,0.6026071478983882,Diethyl ether,PTAA,O2,AgAl,78.20094235735262,0,100; 100-10.0; 90.0,0.9480712360972167
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,ITIC,Spin-coating,0.8217123254151315,Chlorobenzene,PTAA,TAPC,AgAl,93.60843189786887,0,240.0-0.1,0.9480388322936265
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,PMA,Spin-coating,0.9565300986244216,Diethyl ether,PTAA,NPB,Ca | Al,383.13419250770727,0,60; 100-1.0; 2.0,0.9478076145763656
nip,SLG | FTO,TiO2-c,Li-TFSI; TiCl4,Spin-coating,PbI2; PbBr2,HMTA,Spin-coating,0.6397294586000051,Chlorobenzene,PTAA,Li-TFSI,AgAl,85.85581650169364,0,100.0-70.0,0.9477905745092817
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Spin-coating,NH4Cl,HATNA,Spin-coating,0.8483193174283803,Diethyl ether,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,188.74312748724614,0,65.0; 100-3.0; 10.0,0.947620804705395
nip,SLG | FTO,TiO2-c,Ag,Spin-coating,PbI2,EAPP,Spin-coating,0.9012767563458092,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,93.46033897523186,0,100.0; 140.0-15.0; 60.0,0.9475383820173292
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,Polyurethane,Spin-coating,0.9390848090234755,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,127.08551169650414,0,100.0-144.0,0.9474927298953676
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,NH4Cl,CsPbBr3-np,Spin-coating,0.8492151504713731,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Ag,480.40829655580893,0,100.0-60.0,0.9474617392357491
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,PMA,Spin-coating,0.7867264592681719,Diethyl ether,PTAA,PolyTPD,AgAl,383.63024668684756,0,60; 80-1.5; 2.0,0.9471486533318998
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,Rb,Spin-coating,0.7493870185137221,Diethyl ether,PTAA,F8BT,AgAl,99.4821689109178,0,60; 100-2.0; 5.0,0.946776514196523
nip,SLG | FTO,SnO2-np,Zr,Spin-coating,NH4Cl,DA2PbI4,Spin-coating,0.8101339616304235,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,282.76410648647425,0,65.0; 100.0-5.0; 10.0,0.9466526745692272
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,PbI2; PbBr2,NMA,Spin-coating,0.795346206570179,Diethyl ether,PTAA,PolyTPD,AgAl,87.56822020040507,0,60; 120-2.0; 15.0,0.9465782553967241
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,MAI,Diiodooctane,Spin-coating >> CBD,0.7653074450022166,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,231.23094389838138,0,60; 120-2.0; 15.0,0.9465475087758561
nip,SLG | FTO,TiO2-c,Li-TFSI; TiCl4,Spin-coating,PbI2,TMS,Spin-coating,0.9704370909458767,Diethyl ether,PTAA,LAD,AgAl,167.24277351041033,0,100.0-100.0,0.9464400032283702
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,NMA,Spin-coating,0.7898126717221925,Diethyl ether,PTAA,TAPC,AgAl,380.09913333341103,0,60; 80-2.0; 5.0,0.9464158493041707
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,MA,Spin-coating,0.7284165055753821,Diethyl ether,PTAA,NPB,Al,493.83146174197975,0,65.0-20.0,0.946334902042988
nip,SLG | FTO,SnO2-c,La,Spin-coating,NH4Cl,Mn,Spin-coating,0.7406885648532014,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Ag,400.0590934498683,0,100.0-23.0,0.9463064584834087
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,Rb,Spin-coating,0.8165957689482493,Diethyl ether,PTAA,NPB,AgAl,124.069525452454,0,135.0-15.0,0.9462494386583876
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Mn,Spin-coating,0.784231165772018,Chlorobenzene,PTAA,TAPC,AgAl,110.38537139306771,0,60; 100-1.0; 7.0,0.9461724562742921
pin,SLG | FTO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Carbon-nt,Spin-coating,0.7237833666280011,Chlorobenzene,PTAA,TAPC,AgAl,114.76261649652278,0,50.0-45.0,0.9461671290334305
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Pb,Rb,Spin-coating,0.8333208540387388,Chlorobenzene,PTAA,NPB,AgAl,68.1018084946172,0,60-30.0,0.9461592141373629
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,TMS,Spin-coating,0.9831780100028984,Diethyl ether,PTAA,LAD,AgAl,509.60436070466903,0,100.0-120.0,0.9459283808647421
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,none,Phenylethylammonium iodide,Spin-coating >> CBD,0.8363425208422083,Diethyl ether,PTAA,F8BT,AgAl,96.0761320920725,0,50; 100-5.0; 10.0,0.9457980870325936
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Diiodooctane,Spin-coating >> CBD,0.9610876525140263,Chlorobenzene,PTAA,TAPC,AgAl,359.4447017017752,0,60; 100-2.0; 5.0,0.9457571015935603
nip,SLG | FTO,SnO2-np,Al,Spin-coating,Pb,PVA,Spin-coating,0.8597930399857374,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,277.1523514704615,0,65-2.0,0.9456378481362724
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,PbI2,CNDs@K,Spin-coating,0.9837978313408172,Diethyl ether,PTAA,Li-TFSI; TBP,AgAl,322.9665249303239,0,100.0-12.0,0.9453696130396445
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Evaporation,NH4Cl,Rb,Spin-coating,0.8096424650106159,Diethyl ether,PTAA,Li-TFSI; Polystyrene; TBP,Ag,397.1076150025347,0,95.0-40.0,0.9452819776568068
nip,SLG | FTO,SnO2-np,Al,Spin-coating,NH4Cl,PVA,Spin-coating,0.7345262384595247,Chlorobenzene,PTAA,O2,AgAl,310.4405029519182,0,100.0-2.0,0.9452597990285112
nip,SLG | FTO,SnO2-np,Zr,Spin-coating,NH4Cl,ITIC; PCBM-60,Spin-coating,0.8066108234576345,Chlorobenzene,PTAA,LAD,AgAl,402.3400674801489,0,150; 100-5.0; 20.0,0.9451668999285063
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbI2; PbBr2,Carbon-nt,Spin-coating,0.7293029997198902,Chlorobenzene,PTAA,TAPC,AgAl,112.2625937420509,0,60-60.0,0.9451664056759509
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating | Spin-coating,PbI2,Phenylethyl ammonium iodide,Spin-coating,0.9868638220454913,Chlorobenzene,PTAA,Li-TFSI,AgAl,121.58999380878706,0,100.0-3.0,0.9451612611941788
nip,SLG | FTO,SnO2-np,Guanidinium chloride,Spin-coating,PbCl2,FeOOH-QDs,Spin-coating,0.7128466899710159,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,204.06155890533864,0,100.0-12.0,0.9450984893084386
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,NH4I,Spin-coating,0.8916709534414868,Chlorobenzene,PTAA,TAPC,AgAl,381.47696560157334,0,60; 100-15.0; 30.0,0.9446921256676066
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Carbon-nt,Spin-coating,0.7120929886830392,Chlorobenzene,PTAA,NPB,Al,105.54699718387435,0,60.0-30.0,0.9445694637060058
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,Pb,Isatin-Cl,Spin-coating,0.8467721797799875,Chlorobenzene,PTAA,LAD,Ag,315.9938948647073,0,60; 100-15.0; 30.0,0.9445559391869435
nip,SLG | FTO,TiO2-c,TOPD,Spin-coating,PbI2,NH4I,Spin-coating >> CBD,0.9149646639706019,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,86.30565389005693,0,100.0-9.0,0.944512776876101
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2,Diiodooctane,Spin-coating,0.9479417837710703,Chlorobenzene,PTAA,TAPC,AgAl,525.2369129499091,0,150.0-20.0,0.9445074403196176
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Evaporation,NH4Cl,Graphene oxide,Spin-coating,0.7808775465524004,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Ag,369.5614230141646,0,100.0-5.0,0.9444102120346779
nip,SLG | FTO,SnO2-np,Zr,Spin-coating,NH4Cl,Cs,Spin-coating,0.8396637613555826,Diethyl ether,PTAA,Li-TFSI,AgAl,163.35742051669234,0,70.0-20.0,0.9443946312891359
nip,SLG | FTO,TiO2-c,CF3NaO2S,Spin-coating,PbI2,CNDs@K,Spin-coating,0.9356510248228617,Diethyl ether,PTAA,Li-TFSI; TBP,AgAl,99.47025930881826,0,100.0-80.0,0.9441668058798097
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,NH4Cl,CdCl2,Spin-coating,0.7912031196231512,Diethyl ether,PTAA,O2,Ag,410.74251146859825,0,100.0-55.0,0.9439309959589619
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,Diiodooctane,Spin-coating,0.8658665861479866,Chlorobenzene,PTAA,TAPC,AgAl,106.41769977939582,0,60; 100-2.0; 10.0,0.9438014390976377
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbAc2,FACl,Spin-coating,0.7055850353886229,Chlorobenzene,PTAA,PolyTPD,AgAl,77.81890021257301,0,50; 100-5.0; 10.0,0.943556892437524
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,NH4Cl,FACl,Spin-coating,0.8259424505993911,Chlorobenzene,PTAA,O2,Ag,356.99474266068904,0,100.0-15.0,0.9435035543688782
pin,SLG | ITO,SnO2-np,Undoped,Spin-coating,Stoichiometric,Diiodooctane,Spin-coating >> CBD,0.766846175396291,Chlorobenzene,PTAA,NPB,AgAl,85.97466041879126,0,150.0-5.0,0.9433327693578384
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,AgI,Spin-coating >> CBD,0.8608078387463308,Chlorobenzene,PTAA,TAPC,AgAl,70.15369590708225,0,50; 85-2.0; 25.0,0.9433299020306469
nip,SLG | FTO,TiO2-c,TOPD,Spin-coating,PbI2,PU,Spin-coating,0.9712251178638691,Diethyl ether,PTAA,TPFB,AgAl,139.36781764643635,0,100.0-20.0,0.9432626805133246
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbI2,ITIC; PCBM-60,Spin-coating,0.7361998782616065,Chlorobenzene,PTAA,NPB,AgAl,61.847643284836245,0,25; 100-30.0; 90.0,0.9429726569571975
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Carbon-nt,Spin-coating,0.7977413370098954,Chlorobenzene,PTAA,NPB,AgAl,119.45903026504982,0,60; 80-1.0; 2.0,0.9429486488527339
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Diiodooctane,Spin-coating,0.8058298640400572,Chlorobenzene,PTAA,NPB,Ag,81.75014497522714,0,25; 85-15.0; 50.0,0.9429280631983132
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,Pb,PbAc,Spin-coating,0.7717399068696854,Chlorobenzene,PTAA,TPFB,AgAl,323.8716288807804,0,100.0-180.0,0.9421239407140082
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,NH4Cl,CsPbBr3-np,Spin-coating,0.8136377401905963,Chlorobenzene,PTAA,Li-TFSI,Ag,303.5824390366927,0,100.0-100.0,0.9421082604489454
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,PbI2,Cl; ITIC,Spin-coating,0.8189429673077585,Chlorobenzene,PTAA,NPB,AgAl,101.50112336654723,0,60; 100-0.33; 10.0,0.9420391718779826
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,PbCl2,Graphene oxide,Spin-coating,0.736792594783728,Diethyl ether,PTAA,O2,AgAl,329.611757768079,1,100.0-60.0,0.9419459277819645
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,NH4Cl,ITIC; PCBM-60,Spin-coating,0.8026736831614959,Chlorobenzene,PTAA,NPB,AgAl,88.35700344953914,0,60-30.0,0.9419259349267767
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,CH2I2,Spin-coating,0.8507625139785631,Chlorobenzene,PTAA,NPB,Al,118.37772982499843,0,60; 100-2.0; 5.0,0.9418924368464652
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Evaporation,NH4Cl,Carbon-nt,Spin-coating,0.8808863895763128,Chlorobenzene,PTAA,LAD,Al,288.5048157625116,0,65; 100-1.0; 30.0,0.9418353615729425
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbI2; PbBr2,Mn,Spin-coating,0.9015922080784654,Chlorobenzene,PTAA,PolyTPD,AgAl,104.02016831994955,0,60.0-2.0,0.9416863566306368
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,NH4Cl,Diiodooctane,Spin-coating >> CBD,0.8303964705271109,Chlorobenzene,PTAA,Li-TFSI,AgAl,174.07379598494057,0,60; 100-1.0; 10.0,0.9415622009147031
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,PbI2; PbBr2,CsPbBr3-np,Spin-coating,0.7216935142135933,Chlorobenzene,PTAA,TPFB,AgAl,332.2632245709163,0,100.0-240.0,0.9414113305549
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,Stoichiometric,DMSO,Spin-coating,0.9529655991854415,Diethyl ether,PTAA,PolyTPD,Cu,372.12266757429785,0,60; 100-10.0; 15.0,0.9411650274655046
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,Stoichiometric,Rb,Drop-infiltration >> CBD,0.8535914319716706,Chlorobenzene,PTAA,NPB,AgAl,94.6918871603429,0,60; 110-1.0; 10.0,0.9409828157263577
nip,SLG | FTO,TiO2-c,CF3NaO2S,Spin-coating,PbI2,TMS,Spin-coating,0.9712438243785062,Diethyl ether,PTAA,Li-TFSI,AgAl,152.8436586282393,0,100.0-144.0,0.9408914827007042
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,DA2PbI4,Spin-coating,0.7151292618638864,Chlorobenzene,PTAA,TAPC,AgAl,380.6635022532738,0,60; 120-2.0; 15.0,0.9408366777513018
nip,SLG | FTO,TiO2-c,Zr,Spin-coating,PbI2,EtOH; MA,Spin-coating,0.9143757531369423,Diethyl ether,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,448.81551680949684,0,100.0-144.0,0.9407787510344465
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,PbI2; PbBr2,Cl; NiO-np,Spin-coating,0.8030041536493701,Chlorobenzene,PTAA,TAPC,AgAl,66.12418853611253,0,60.0; 100.0-5.0; 10.0,0.9407411769835035
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,none,PMA,Spin-coating,0.9797173446100572,Diethyl ether,PTAA,TAPC,AgAl,323.89017449999733,0,90-30.0,0.9404866024116374
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Rb,Drop-infiltration >> CBD,0.7744369744050976,Chlorobenzene,PTAA,TAPC,AgAl,88.87874582627487,0,60.0; 80-1.0; 5.0,0.940430909247254
nip,SLG | FTO,TiO2-c,Ag,Spin-coating,PbI2,CNDs@K,Spin-coating,0.9774432942156769,Diethyl ether,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,137.0161868911114,0,100.0-100.0,0.9404258673225705
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Diiodooctane,Spin-coating >> CBD,0.765141313825132,Chlorobenzene,PTAA,NPB,AgAl,94.09589487975366,0,65.0; 100-1.0; 10.0,0.940336938475226
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,MACSN,Spin-coating,0.9576541039465977,Chlorobenzene,PTAA,NPB,AgAl,358.7096260467251,0,50.0; 80-3.0; 30.0,0.9402359743218294
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,none,PMA,Spin-coating,0.9808132735153966,Diethyl ether,PTAA,F8BT,AgAl,252.52950878141613,0,65.0; 100.0-1.0; 5.0,0.9402194702823577
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,PbC2N2S2,Spin-coating,0.8955976773928498,Chlorobenzene,PTAA,NPB,AgAl,250.38752830177543,0,100.0-150.0,0.9401810884324943
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,PbI2; PbBr2,ITIC; PCBM-60,Spin-coating,0.7568975492120438,Chlorobenzene,PTAA,TAPC,AgAl,90.55489542059397,0,25; 100-10.0; 60.0,0.9400921761047182
pin,SLG | FTO,C60 | BCP,Undoped,Evaporation,Stoichiometric,OTAB,Spin-coating,0.7699104030834589,Chlorobenzene,PTAA,TAPC,AgAl,108.72743021224473,0,60.0; 100.0-5.0; 10.0,0.9400336132122361
nip,SLG | FTO,TiO2-c,Zn,Spin-coating,PbI2; PbBr2,EC,Spin-coating,0.9363004089867237,Diethyl ether,Spiro-MeOTAD,JQ1; Li-TFSI; TBP,MoO3 | Al,453.62439322059953,0,100.0-600.0,0.9399845349302948
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,HATNA,Spin-coating,0.7850704450900604,Diethyl ether,PTAA,F8BT,AgAl,95.33562511999895,0,60; 100-2.0; 10.0,0.9399001328654049
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,DA2PbI4,Drop-infiltration,0.9160226069571391,Chlorobenzene,PTAA,PolyTPD,AgAl,131.6780636052662,0,65.0-20.0,0.9398599777676079
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Rb,Drop-infiltration,0.7784808229225102,Chlorobenzene,PTAA,TAPC,AgAl,77.34915710607615,0,60; 100-1.0; 60.0,0.9397916482105713
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,none,Phenylethylammonium iodide,Spin-coating,0.9404174470455319,Diethyl ether,PTAA,PolyTPD,AgAl,368.9811907986058,0,65; 100-2.0; 2.0,0.9397037961647922
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbAc2,Mn,Spin-coating,0.725188081081214,Chlorobenzene,PTAA,PolyTPD,AgAl,77.17291759401465,0,50.0; 150.0-3.0; 5.0,0.9396665817539974
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Evaporation,PbI2,DPSI,Spin-coating,0.763572203982308,Toluene,PTAA,O2,AgAl,293.5402064836039,0,100.0-1.0,0.9395816506890073
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,Cs,Spin-coating,0.2849807160269999,Diethyl ether,PTAA,NPB,AgAl,95.91549237194316,0,25.0-720.0,0.9395481399885445
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,none,NMA,Spin-coating,0.9461166348066247,Diethyl ether,PTAA,PolyTPD,Ca | Al,205.69664898196433,0,60; 100-0.5; 5.0,0.9394343839534937
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbCl2,Rb,Drop-infiltration,0.7712237482906175,Chlorobenzene,PTAA,NPB,AgAl,86.51461070660608,0,60; 100-1.0; 5.0,0.9391980516308706
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Mn,Spin-coating,0.8067386997214355,Chlorobenzene,PTAA,TAPC,AgAl,55.1817805714642,0,65.0-10.0,0.939141929350008
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,DCL97,Spin-coating,0.839105326137126,Chlorobenzene,PTAA,NPB,AgAl,92.62286181166888,0,25.0-5.0,0.9390925523227114
nip,SLG | FTO,TiO2-c,Cs,Spin-coating,PbI2,GuaI,Spin-coating,0.9833178626038006,Chlorobenzene,PTAA,LAD,AgAl,135.99479341607852,0,100.0-20.0,0.9389826125745673
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,Phenylethylammonium iodide,Spin-coating >> CBD,0.9261371370555864,Diethyl ether,PTAA,F4-TCNQ,AgAl,147.0463417726932,0,60.0; 100.0-5.0; 10.0,0.9388387942415651
nip,SLG | FTO,TiO2-c,Y,Spin-coating,PbCl2,EtOH; MA,Spin-coating,0.7336232587798427,Diethyl ether,Spiro-MeOTAD,Spiro-(TFSI)2,MoO3 | Au,439.9501622084087,0,100.0-150.0,0.9387463294104219
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Cl; DPE,Spin-coating >> CBD,0.8361041622622707,Chlorobenzene,PTAA,NPB,Ag,97.26072033000443,0,65.0; 100.0-1.0; 2.0,0.938600099544781
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,DA2PbI4,Spin-coating,0.9087811317493102,Chlorobenzene,PTAA,TAPC,AgAl,202.37470666145813,0,65.0-3.0,0.9385305463666216
nip,SLG | FTO,TiO2-c,Ethanolamine,Spin-coating,PbCl2,CsPbBr-np,Spin-coating,0.7256067845220395,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Al,525.9271018106127,0,100.0-25.0,0.938498313906145
nip,SLG | FTO,TiO2-c,Cs,Spin-coating,PbI2,CNDs@K,Spin-coating,0.9506859779082288,Diethyl ether,PTAA,LAD,AgAl,172.1774430691167,0,100.0-105.0,0.9384882386462636
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,PbI2,Phenylethyl ammonium iodide,Spin-coating,0.9657517735544251,Chlorobenzene,PTAA,Li-TFSI,AgAl,151.31259596695335,0,100.0-100.0,0.9383624237118144
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,Caffeine,Spin-coating,0.2648745261960676,Diethyl ether,PTAA,NPB,Al,78.0181222423361,0,60; 100-45.0; 50.0,0.9383249802636986
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,PbAc2,DCL97,Spin-coating,0.7254999178074447,Chlorobenzene,PTAA,TAPC,AgAl,80.24443192450553,0,60; 80-2.0; 5.0,0.9382530015059566
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,PbC2N2S2,Spin-coating,0.8739097793937255,Chlorobenzene,PTAA,TAPC,Al,124.75249998374139,0,65.0-10.0,0.9382022774788673
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,NH4Cl,DA2PbI4,Drop-infiltration,0.884031605734415,Chlorobenzene,PTAA,LAD,AgAl,208.76296362026557,0,60; 100-1.0; 2.0,0.9380714023228259
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,MA,Spin-coating,0.9663433076145053,Diethyl ether,PTAA,F8BT,Ca | Al,396.21399145119085,0,60.0; 85.0-1.0; 25.0,0.9380643388134983
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,SP-3D-COF 1,Spin-coating,0.7793584977426787,Chlorobenzene,PTAA,PolyTPD,Al,191.37997032103868,0,60; 100-3.0; 20.0,0.9377505923087218
nip,SLG | FTO,SnO2-c,Graphene-QDs,Spin-coating,PbCl2,KSCN,Spin-coating,0.7060938665898406,Chlorobenzene,PTAA,TPFB,AgAl,341.41709562706285,0,100.0-110.0,0.9377128366816535
nip,SLG | FTO,TiO2-c,TiCl4,Spin-coating,PbI2,TDZDT,Spin-coating,0.7200072329919409,Chlorobenzene,PTAA,O2,AgAl,319.5085049455093,0,100.0-8.0,0.9373978674941089
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,NH4Cl,KSCN,Spin-coating,0.8325828352158382,Chlorobenzene,PTAA,NPB,AgAl,68.90093953421653,0,60.0-5.0,0.9371528597200018
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,TDZDT,Spin-coating,0.9383464518955467,Chlorobenzene,PTAA,O2,Ag,124.02029850448483,0,100.0-3.0,0.9370838258069145
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Rb,Spin-coating,0.7156030770914252,Diethyl ether,PTAA,F8BT,AgAl,68.88417774318171,0,60; 85-1.0; 25.0,0.9369945846222134
nip,SLG | FTO,TiO2-c,Li-TFSI; TiCl4,Spin-coating,PbI2,TMS,Spin-coating,0.9765184279410439,Diethyl ether,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,143.1706856833768,0,0.0; 90.0-10.0; 50.0,0.9368097271198398
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Rb,Spin-coating,0.7778070508908995,Diethyl ether,PTAA,F8BT,AgAl,127.93322309887284,0,25; 100-5.0; 10.0,0.9367737845453779
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Agarose,Spin-coating,0.7616033277736859,Ethyl acetate,PTAA,NPB,Ag,124.86684552597512,0,60; 100-1.0; 4.0,0.9365223404630356
nip,SLG | FTO,TiO2-c,Galliumnitrate hydrate,Spin-coating,PbI2,PAA,Spin-coating,0.9624389940170961,Diethyl ether,PTAA,TPFB,AgAl,130.5801779970312,0,100.0-15.0,0.9365200162449027
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Diiodooctane,Spin-coating,0.7698125922600559,Chlorobenzene,PTAA,TAPC,AgAl,148.09528458612215,0,140.0-15.0,0.9361499588106595
