Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_additives_compounds,Backcontact_stack_sequence,Backcontact_thickness_list,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing,prob
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,DCL97,Spin-coating,0.8954273342548299,Chlorobenzene,PTAA,NPB,Al,321.4779590032306,0,65.0-1.0,0.9361415860188349
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,NH4Cl,FACl,Spin-coating,0.7817033466350459,Chlorobenzene,PTAA,TPFB,Al,315.3301342799213,0,100.0-150.0,0.9360838264981193
nip,SLG | FTO,TiO2-c,Zn,Spin-coating,PbI2,Hexamethylphosphoramide,Spin-coating,0.9228289908111387,Chlorobenzene,PTAA,O2,Ag,186.2529680533102,0,100.0-6.0,0.9360573217438821
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,none,MACSN,Spin-coating,0.9458640413010417,Chlorobenzene,PTAA,PolyTPD,AgAl,386.415850121504,0,65.0; 100-3.0; 10.0,0.9360240736542697
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,CuSCN,Spin-coating,0.9543973195603382,Chlorobenzene,PTAA,NPB,Ca | Al,214.40847163315584,0,40; 100-2.0; 10.0,0.9359182806086512
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,MA,Spin-coating,0.8103672190409408,Diethyl ether,PTAA,NPB,AgAl,338.664596108075,0,70.0-15.0,0.9355366477912661
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,MAI,DCL97,Spin-coating,0.7935299263835673,Chlorobenzene,PTAA,O2,AgAl,368.55587845970797,0,65.0; 100-1.0; 10.0,0.9353248946945117
nip,SLG | FTO,SnO2-np,Guanidinium chloride,Spin-coating,PbI2,MOF,Doctor blading,0.7634372809434177,Toluene,PTAA,O2,AgAl,340.2459731108482,0,100.0-240.0,0.9351122857927763
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,FABr,Spin-coating,0.9003385292686737,Chlorobenzene,PTAA,TAPC,AgAl,247.33812638126452,0,25.0-10.0,0.9350647979399511
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,MA,Spin-coating,0.7369315077638262,Diethyl ether,PTAA,NPB,AgAl,138.01079649201642,0,60; 80-1.0; 2.0,0.9350003553826166
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,MACSN,Spin-coating,0.7608836350010705,Chlorobenzene,PTAA,NPB,Ag,115.23486318131205,0,60.0-45.0,0.9349523540082962
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,E2CA,Spin-coating,0.7014193499053355,Chlorobenzene,PTAA,NPB,AgAl,72.64037828287206,0,65.0; 100.0-2.0; 3.0,0.9348065412139192
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,none,Diiodooctane,Spin-coating >> CBD,0.8783417691713561,Chlorobenzene,PTAA,TAPC,AgAl,375.40837348769725,0,25.0-10.0,0.9345493118920554
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,HATNA,Spin-coating,0.7193082636819697,Diethyl ether,PTAA,TAPC,MoO3 | Au,168.23407772067821,0,60.0; 80.0-1.0; 2.0,0.9344934136878166
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,PbI2,Phenylethyl ammonium iodide,Spin-coating,0.23770466777500843,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,77.52441860692409,0,100.0-35.0,0.9343637576773035
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,none,Diiodooctane,Spin-coating >> CBD,0.8556830611569511,Chlorobenzene,PTAA,TAPC,Al,377.4294534080444,0,25; 60-20.0; 40.0,0.9342770240568646
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,SrI2,Spin-coating,0.8321764412583383,Chlorobenzene,PTAA,TAPC,AgAl,135.94806286285782,0,60; 100-0.5; 5.0,0.9342400011436547
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Methimazole,Spin-coating,0.8524312501125254,Diethyl ether,PTAA,F4-TCNQ,Ag,101.8160664014574,0,70-30.0,0.9340680116248423
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,KI,Spin-coating,0.8458508236157147,Diethyl ether,PTAA,PolyTPD,Al,393.1138137372954,0,160.0-10.0,0.9340249754587857
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,beta-cyclodextrin,Spin-coating,0.7777986641536081,Chlorobenzene,PTAA,F8BT,AgAl,92.15564321637939,0,60; 100-10.0; 15.0,0.9338426962062178
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,Stoichiometric,FU11,Spin-coating,0.8892727625365445,Chlorobenzene,PTAA,TAPC,Al,233.01481147732258,0,170-15.0,0.9337140694852646
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,HATNA,Spin-coating,0.8718692369245971,Diethyl ether,PTAA,PolyTPD,AgAl,401.45856808682214,0,50; 100-3.0; 10.0,0.9336718489605299
nip,SLG | FTO,TiO2-c,TiCl4,Spin-coating,PbI2,Phenylethyl ammonium iodide,Spin-coating,0.9212635275465292,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,366.01957826555866,0,100.0; 140.0-15.0; 60.0,0.933625750398265
nip,SLG | FTO,TiO2-c,TOPD,Spin-coating,PbI2,PEAI,Spin-coating,0.9099610169572087,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,78.44672732087616,0,105.0-45.0,0.9333002393664331
nip,SLG | FTO,TiO2-c,Undoped,E-beam evaporation,PbI2,Thiourea,Spin-coating,0.9848359575867778,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,373.38112036126165,0,100.0-5.0,0.933195081759447
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,PbC2N2S2,Spin-coating,0.8004279221285217,Chlorobenzene,PTAA,PolyTPD,AgAl,119.7362323406818,0,60; 80-2.0; 5.0,0.9331221222874683
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,Rb,Drop-infiltration,0.73887702258044,Chlorobenzene,PTAA,TAPC,AgAl,89.13416288105032,0,60; 100-15.0; 30.0,0.9330767829273521
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,Phenylethylammonium iodide,Spin-coating >> CBD,0.8102743758694053,Diethyl ether,PTAA,F4-TCNQ,Ag,98.59409863951853,0,60-30.0,0.9330110764555266
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,Pb,E2CA,Spin-coating,0.7064694170500191,Chlorobenzene,PTAA,TPFB,AgAl,297.1428659109434,0,60; 100-1.0; 10.0,0.9329683406653577
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,PbCl2,SrI2,Spin-coating,0.8887689662268154,Chlorobenzene,PTAA,TAPC,AgAl,115.8833806616538,0,50; 100-5.0; 5.0,0.9328884461464346
nip,SLG | FTO,TiO2-c,Undoped,Evaporation,PbI2,HMTA,Spin-coating,0.9516533093825468,Chlorobenzene,PTAA,LAD,AgAl,152.867756653465,0,100.0-10.0,0.9328228900505134
nip,SLG | FTO,TiO2-c,Tantalum(V) ethoxide,Spin-coating,PbCl2,EtOH; MA,Spin-coating,0.9482950778719016,Chlorobenzene,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,469.60101309167044,0,100.0-120.0,0.932813217003669
nip,SLG | FTO,TiO2-c,TOPD,Spin-coating | Spin-coating,PbI2,H2O; Ti3C2Tx,Spin-coating,0.9746122323915384,Ethyl acetate,Spiro-MeOTAD,JQ1; Li-TFSI; TBP,MoO3 | Au,389.06936722586744,0,100.0-5.0,0.9326844372867944
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,PbI2,Rb,Drop-infiltration,0.7386108234530663,Chlorobenzene,PTAA,NPB,AgAl,84.89589308871027,0,50; 100-5.0; 10.0,0.9325098376253512
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,PbI2; PbBr2,PMA,Spin-coating,0.8540309768845359,Diethyl ether,PTAA,F4-TCNQ,AgAl,502.52125058808394,0,65.0; 100.0-1.0; 30.0,0.9324703341864936
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,none,DCL97,Spin-coating,0.7481604449610728,Chlorobenzene,PTAA,NPB,AgAl,332.6462095865695,0,60-30.0,0.9323420699196051
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,none,CsPbBr-np,Spin-coating,0.9718491350276365,Chlorobenzene,PTAA,PolyTPD,Ag,368.89971574890393,0,50.0; 85.0-2.0; 30.0,0.9321936722126628
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,none,MACSN,Spin-coating,0.969054843760311,Chlorobenzene,PTAA,NPB,Ag,351.72548650202873,0,50.0; 80-3.0; 30.0,0.9321454323325101
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,Butanediaminedihydroiodide,Spin-coating,0.7703678841523177,Chlorobenzene,PTAA,TAPC,AgAl,450.1734606024706,0,65; 100-1.0; 60.0,0.9321124117652417
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Ni,Spin-coating,0.7644077951414808,Chlorobenzene,PTAA,TAPC,AgAl,60.31646598734383,0,35; 85-20.0; 10.0,0.9320584227116441
nip,SLG | FTO,TiO2-c,Li-TFSI; TiCl4,Spin-coating,PbI2,HMTA,Spin-coating,0.9720547936723402,Chlorobenzene,PTAA,O2,AgAl,139.53868535640186,0,100.0-0.0,0.9319826532533688
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,Stoichiometric,PbC2N2S2,Spin-coating,0.8681844240859384,Chlorobenzene,PTAA,TAPC,AgAl,91.1566929787172,0,60; 100-1.0; 7.0,0.9318914813448286
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,PbAc2,ITIC; PCBM-60,Spin-coating,0.7893922355990673,Chlorobenzene,PTAA,TAPC,AgAl,186.72376640717422,0,60; 100-3.0; 20.0,0.9317696746597144
nip,SLG | FTO,TiO2-c,Samarium,Spin-coating,PbI2,EtOH,Spin-coating,0.8450224039255432,Diethyl ether,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,479.6696891426695,0,100.0-30.0,0.9315442718251369
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,NH4I,Spin-coating,0.8050101076953003,Chlorobenzene,PTAA,TAPC,AgAl,133.69051879374064,0,50.0; 80-3.0; 30.0,0.9313245182138329
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,MA,Spin-coating,0.9029433559393839,Diethyl ether,PTAA,F8BT,AgAl,438.4474780713298,0,120.0-5.0,0.9312673035917861
nip,SLG | FTO,TiO2-c,rGraphene oxide,Spin-coating,PbI2; PbBr2,PbAc2,Spin-coating,0.41374941266933934,Diethyl ether,Spiro-MeOTAD,Li-TFSI; TPB,MoO3 | Al,103.83794629235622,0,100.0-70.0,0.9312666650173479
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,PbCl2,PMA,Spin-coating,0.7090091520053752,Diethyl ether,PTAA,F8BT,Al,83.87125049764312,0,60.0-150.0,0.931238726150052
nip,SLG | FTO,TiO2-c,Undoped,Dipp-coating,PbI2,CNDs@K,Spin-coating,0.9251096707782376,Diethyl ether,PTAA,O2,AgAl,525.3598751474321,0,0.0; 90.0-10.0; 50.0,0.9312184780749454
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,PbI2,CsPbBr3-np,Spin-coating,0.8769145396977011,Chlorobenzene,PTAA,PolyTPD,AgAl,263.5828064425517,0,65.0; 100-1.0; 10.0,0.9312135443163505
nip,SLG | FTO,SnO2-np,Al,Spin-coating,NH4Cl,Diiodooctane,Spin-coating >> CBD,0.8142380852390907,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,261.4671290006651,0,60; 100-1.0; 4.0,0.9310282160087866
nip,SLG | FTO,SnO2-np,Al,Spin-coating,NH4Cl,Mn,Spin-coating,0.745975573853147,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Ag,392.49728870836543,0,60; 100-2.0; 5.0,0.9310156240830487
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,Diiodooctane,Spin-coating,0.9521443789459554,Chlorobenzene,PTAA,F4-TCNQ,AgAl,85.01934987983671,0,60; 100-1.0; 4.0,0.9310128902241751
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,PbI2; PbBr2,Diiodooctane,Spin-coating >> CBD,0.764419583534307,Chlorobenzene,PTAA,PolyTPD,AgAl,80.08393931659852,0,65; 100-1.0; 5.0,0.9309680025612823
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,ITIC,Spin-coating,0.7368777771200917,Chlorobenzene,PTAA,PolyTPD,AgAl,428.98450138621854,0,60.0; 80.0-1.0; 2.0,0.9308185943064766
nip,SLG | FTO,TiO2-c,Zn,Spin-coating,PbI2,Phenylethylammonium iodide,Spin-coating >> CBD,0.4926545099098336,Diethyl ether,PTAA,Li-TFSI; TBP,Ag,81.75434462355112,0,105.0-30.0,0.9306974255731169
nip,SLG | FTO,TiO2-c,TOPD,Spin-coating | Spin-coating,PbI2; PbBr2,Polyurethane,Spin-coating,0.9417098243331297,Chlorobenzene,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Al,464.71748609106663,0,100.0-3.0,0.9306852746080023
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,DCL97,Spin-coating,0.9343359148485675,Chlorobenzene,PTAA,NPB,Ca | Al,400.10268078701904,0,60; 100-1.0; 60.0,0.9304412342479876
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,Pb,PVA,Spin-coating,0.8534740886715079,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Ag,299.0521149277238,0,60; 100-1.0; 10.0,0.9303870869167202
nip,SLG | FTO,TiO2-c,TOPD,Spin-coating,PbI2,DA2PbI4,Drop-infiltration,0.463801432700218,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,96.2940345698643,0,100; 100-0.5; 30.0,0.9302188697074858
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,none,ITIC; PCBM-60,Spin-coating,0.9509857781527941,Chlorobenzene,PTAA,TAPC,AgAl,342.4055833906354,0,45.0-0.5,0.9300428368482787
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Mn,Spin-coating,0.7537449727368816,Chlorobenzene,PTAA,NPB,AgAl,167.61630374279702,0,50; 100-1.0; 10.0,0.9295847592823878
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Pb,FACl,Spin-coating,0.8131312104402637,Chlorobenzene,PTAA,F4-TCNQ,AgAl,86.11333684332314,0,55.0-15.0,0.9294840733748759
nip,SLG | FTO,TiO2-c,Ionic liquid,Spin-coating,PbAc2,EtOH; MA,Spin-coating,0.7815033655244832,Chlorobenzene,Spiro-MeOTAD,JQ1; Li-TFSI; TBP,MoO3 | Au,411.8126079830794,0,100.0-120.0,0.9291486855541274
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,none,Ni,Spin-coating,0.972942565852118,Chlorobenzene,PTAA,TAPC,AgAl,361.5225005910192,0,40; 100-40.0; 10.0,0.9289808036677523
nip,SLG | FTO,TiO2-c,Ionic liquid,Spin-coating,PbI2,PbS-QDs,Spin-coating,0.8540881373092739,Chlorobenzene,PTAA,Li-TFSI; TBP,Au,135.84770784873126,0,100.0-15.0,0.928831824361348
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,DA2PbI4,Drop-infiltration,0.7632519336681063,Chlorobenzene,PTAA,PolyTPD,Al,119.83719954096097,0,65-2.0,0.9287096452600841
nip,SLG | FTO,TiO2-c,Sn,Spin-coating,PbI2,Rhodanina,Spin-coating,0.9396919573001008,Chlorobenzene,Spiro-MeOTAD,Li-TFSI,MoO3 | Al,445.5645189497888,0,100.0-2.0,0.9286877606976348
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,PbI2,Zr(AC)4,Spin-coating,0.7926290275593739,Chlorobenzene,PTAA,Li-TFSI,AgAl,292.55814505617104,0,100.0-33.0,0.9286705777979664
nip,SLG | FTO,TiO2-c,Undoped,Dipp-coating,PbI2,2Ph-ox,Spin-coating,0.9821690556565491,Chlorobenzene,PTAA,LAD,AgAl,125.11723245952024,0,100.0-150.0,0.9286064208611841
pin,SLG | FTO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Pb,DA2PbI4,Drop-infiltration,0.8214610284213846,Chlorobenzene,PTAA,PolyTPD,AgAl,146.05930080665328,0,60.0-120.0,0.9285948453902835
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,FU11,Spin-coating,0.9219723477590447,Chlorobenzene,PTAA,TAPC,AgAl,317.909803714218,0,160.0-10.0,0.9285773936824201
nip,SLG | FTO,TiO2-c,Li-TFSI; TiCl4,Spin-coating,PbI2,TMS,Spin-coating,0.9872062913179465,Diethyl ether,PTAA,TPFB,AgAl,515.5672445653015,0,100.0-150.0,0.928401776310948
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,NH4SCN,Spin-coating,0.8507013468550093,Chlorobenzene,PTAA,PolyTPD,AgAl,256.37824110675064,0,100.0-50.0,0.9283954068345716
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,Pb,KSCN,Spin-coating,0.8116273379778111,Chlorobenzene,P3HT,Li-TFSI; TBP,AgAl,290.2423850639681,0,60; 100-1.0; 7.0,0.9283327464236858
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,none,Carbon-nt,Spin-coating,0.963435067393795,Chlorobenzene,PTAA,NPB,AgAl,284.58482416042585,0,65.0-270.0,0.9282588696027892
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,Terephthalic acid,Spin-coating >> Spin-coating,0.9506499512661037,Diethyl ether,PTAA,NPB,AgAl,239.83696033282382,0,65; 100-1.0; 60.0,0.9281449491960643
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,ITIC; PCBM-60,Spin-coating,0.8386672297191498,Chlorobenzene,PTAA,NPB,AgAl,407.817562847033,0,65.0; 100.0-2.0; 3.0,0.9281175870691261
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Thiourea,Spin-coating,0.9521909210928492,Toluene,PTAA,NPB,AgAl,244.63945890960076,0,65; 100-1.0; 9.0,0.9280495580759283
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,Pb,DMI,Spin-coating,0.736597468438064,Diethyl ether,P3HT,Li-TFSI,AgAl,309.2399597463933,0,100.0-55.0,0.9279214510802465
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,E2CA,Spin-coating,0.7270177984418875,Chlorobenzene,PTAA,TAPC,AgAl,198.679161412838,0,25; 60-20.0; 40.0,0.9279167694382555
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,DA2PbI4,Spin-coating,0.9898587323396297,Chlorobenzene,PTAA,TAPC,Ca | Al,385.9685672926438,0,50.0; 85.0-2.0; 30.0,0.9276157353326033
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,PbI2,AgI,Spin-coating >> CBD,0.8320328049447321,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,334.0500471783428,0,100.0-33.0,0.927559569615888
nip,SLG | FTO,TiO2-c,Ethanolamine,Spin-coating,PbI2,N-Carbon-QDs,Spin-coating,0.8559138424487406,Diethyl ether,Spiro-MeOTAD,JQ3; Li-TFSI; TBP,Al,193.1907516071435,0,100.0-15.0,0.927497446500489
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,PbI2; PbBr2,Benzoquinone,Spin-coating >> CBD,0.8813494741226043,Chlorobenzene,PTAA,PolyTPD,AgAl,437.6046143772237,0,60; 100-1.0; 60.0,0.9274131114467444
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,DCL97,Spin-coating,0.7386768518838465,Chlorobenzene,PTAA,F4-TCNQ,AgAl,100.67927883105746,0,60; 105-45.0; 70.0,0.9272746949693207
nip,SLG | FTO,SnO2-np,Al,Spin-coating,MA,CdCl2,Spin-coating,0.7878291337549581,Diethyl ether,PTAA,LAD,AgAl,361.44486042517696,0,70.0; 100.0-10.0; 90.0,0.9271044486917732
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,Cl; DPE,Spin-coating >> CBD,0.8264989618052406,Chlorobenzene,PTAA,PolyTPD,Al,135.92695804265128,0,60; 80-1.0; 2.0,0.9269846435722193
nip,SLG | FTO,TiO2-c,Li-TFSI; TiCl4,Spin-coating,PbI2,HMTA,Spin-coating,0.9674561637430034,Chlorobenzene,PTAA,Li-TFSI,AgAl,158.43763125084564,0,100.0-1.0,0.9268660070820619
nip,SLG | FTO,TiO2-c,Nb,CBD,PbAc2,Imidazole,Spin-coating,0.7552264046342329,Diethyl ether,Spiro-MeOTAD,JQ1; Li-TFSI; TBP,MoO3 | Au,409.3920150030135,0,100.0-144.0,0.9266592904367889
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,Stoichiometric,Mn,Spin-coating,0.8891494972978359,Chlorobenzene,PTAA,TAPC,Cu,206.9193434349831,0,60.0-5.0,0.926478211497572
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating | Spin-coating,PbI2,HMTA,Spin-coating,0.9842634354905274,Chlorobenzene,PTAA,F4-TCNQ,AgAl,128.27910886128208,0,100.0-3.0,0.9263052386854648
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Cl; DPE,Spin-coating >> CBD,0.9632913504365742,Chlorobenzene,PTAA,NPB,Ca | Al,408.46341267296435,0,60; 100-15.0; 30.0,0.9261998173432018
nip,SLG | FTO,TiO2-c, TiCl4,Spin-coating,PbCl2,H2O,Spin-coating,0.7578334082135146,Diethyl ether,Spiro-MeOTAD,Li-TFSI; TPB,Au,300.1026065614869,0,100.0-35.0,0.9261221617134598
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,ITIC; PCBM-60,Spin-coating,0.8290576533602158,Chlorobenzene,PTAA,NPB,AgAl,306.349574361856,0,25; 90-30.0; 150.0,0.9260710208074049
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation,Stoichiometric,Mn,Spin-coating,0.7497419516648615,Chlorobenzene,PTAA,NPB,AgAl,98.15566971337226,1,65.0; 100.0-1.0; 2.0,0.9260636663128693
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Pb,HATNA,Spin-coating,0.592193854739861,Diethyl ether,PTAA,NPB,AgAl,86.72715420253711,0,60; 120-2.0; 15.0,0.925816789761607
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,Cs,Spin-coating,0.9063576117983109,Diethyl ether,PTAA,F4-TCNQ,AgAl,224.43777750453702,0,180.0-10.0,0.9256185765132869
nip,SLG | FTO,TiO2-c,Ionic liquid,Spin-coating,PbI2,EtOH,Spin-coating,0.8661763312760581,Diethyl ether,Spiro-MeOTAD,Li-TFSI; O2; TBP,MoO3 | Au,333.5571957769433,0,100.0-600.0,0.9253004865356591
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,ITIC,Spin-coating,0.834879355555465,Chlorobenzene,PTAA,F8BT,AgAl,103.03862815563119,0,50.0-30.0,0.9252883103984566
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,PbI2; PbBr2,beta-cyclodextrin,Spin-coating,0.7813741499553679,Chlorobenzene,PTAA,NPB,AgAl,118.25827614906105,0,60; 120-5.0; 10.0,0.9251174921676331
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,Ni,Spin-coating,0.8049676460124341,Chlorobenzene,PTAA,NPB,AgAl,440.2114616657279,0,60; 105-45.0; 70.0,0.9251012255624111
nip,SLG | FTO,TiO2-c,Undoped,E-beam evaporation,PbI2,Caffeine,Spin-coating,0.9743263457184748,Diethyl ether,PTAA,F4-TCNQ,AgAl,532.3609619519217,0,100.0-25.0,0.9250715383513711
nip,SLG | FTO,TiO2-c,Cs,Spin-coating,PbI2,TMS,Spin-coating,0.9740781285941821,Diethyl ether,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,156.4500765065286,0,100.0-0.0,0.9250383631054556
nip,SLG | FTO,TiO2-c,Samarium,Spin-coating,PbCl2,TFBA,Spin-coating,0.9543045582564541,Diethyl ether,Spiro-MeOTAD,Pyridine,MoO3 | Au,435.3197001555546,0,100.0-6.0,0.9248774025839043
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Rb,Drop-infiltration >> CBD,0.7166639894853102,Chlorobenzene,PTAA,NPB,Al,514.7154143117708,0,60; 100-15.0; 30.0,0.9248715587149875
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,Rb,Drop-infiltration,0.8786406653354375,Chlorobenzene,PTAA,NPB,Al,86.63898885763902,0,60.0-10.0,0.9248682765396439
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,PbI2; PbBr2,PbC2N2S2,Spin-coating,0.7978671859556394,Chlorobenzene,PTAA,NPB,AgAl,451.4930701678457,0,50.0-20.0,0.9247196879641342
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,none,PMA,Spin-coating,0.8372509003439872,Diethyl ether,PTAA,F4-TCNQ,AgAl,519.3829913012268,0,60; 100-2.0; 5.0,0.9246807477228857
