Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_additives_compounds,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_additives_compounds,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.06,22.67,0.78,18.7,0,60; 100-1.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.08,21.58,0.76,17.7,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.98,22.3,0.74,16.2,0,40; 100-3.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.02,22.5,0.73,16.8,0,50; 100-3.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.06,22.5,0.72,17.2,0,60; 100-3.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.04,22.5,0.74,17.3,0,80; 100-3.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.07,23.2,0.77,19.1,0,60; 100-2.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.09,22.9,0.76,19.0,0,60; 100-4.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9166666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.06,22.3,0.77,18.2,0,60; 100-5.0; 10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Toluene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,150.0,Evaporation,0.94,20.49,0.81,15.61,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.94,16.36,0.618,9.12,1,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.97,17.11,0.6659999999999999,12.89,1,100.0-90.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.9,17.1,0.61,9.4,0,110.0-40.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8913043478260869,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.067,22.77,0.733,17.83,0,100.0-3.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.13,22.79,0.6409999999999999,16.52,0,100.0-60.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8913043478260869,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.13,22.69,0.722,18.54,0,100.0-2.0
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.88,18.02,0.5,7.93,0,95.0-75.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.81,18.84,0.59,9.0,0,95.0-75.0
nip,SLG | ITO,ZnO-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,P3HT,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.01,17.2,0.665,11.6,1,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.82,17.3,0.55,7.9,0,70; 100-10.0; 45.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.86,19.3,0.6,9.0,0,70; 100-10.0; 45.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spray-pyrolys | Spin-coating,1,MAI,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.82,14.2,0.6,7.0,0,70; 100-10.0; 45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Slot-die coating,1.0,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.92,13.3,0.63,7.7,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Slot-die coating,0.9,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.86,14.6,0.63,8.2,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Slot-die coating,0.8,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.83,17.8,0.68,10.1,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Slot-die coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.85,3.1,0.68,1.8,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Slot-die coating,0.9,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.78,3.4,0.71,1.9,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Slot-die coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.81,4.1,0.69,2.3,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MAI,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,40.0,Evaporation,1.1,20.7,0.72,16.4,0,40.0-40.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,40.0,Evaporation,1.08,20.2,0.73,15.6,0,40.0-40.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,PbI2,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,40.0,Evaporation,1.07,20.2,0.74,15.9,0,40.0-40.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,0.8420000000000001,18.61,0.652,10.3,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,TiCl4 ,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.87,17.6,0.679,10.4,0,120.0-30.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.01,20.02,0.68,13.75,0,95.0-120.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,NH4Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,110.0,Evaporation | Evaporation,0.013,0.91,0.7809999999999999,9.32,0,25.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,NH4Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,110.0,Evaporation | Evaporation,0.0139999999999999,0.73,0.603,6.26,0,95.0-45.0
nip,SLG | FTO,ZnO-c,Undoped,Sputtering,1,none,Undoped,Spin-coating,1.0,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,130.0,Evaporation | Evaporation,1.08,22.6,0.778,19.0,0,100.0-10.0
nip,SLG | FTO,ZnO-c,Undoped,Sputtering,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,130.0,Evaporation | Evaporation,0.33,4.02,0.38,0.53,0,100.0-10.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8849557522123894,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,,,,18.13,0,100.0-3.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,1.0,19.13,0.768,14.45,0,100.0-1.5
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.74,9.96,0.3279999999999999,2.42,0,100.0-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,1.07,22.04,0.75,17.68,0,75.0; 150.0-10.0; 10.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.04,22.5,0.76,17.69,1,150.0-20.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Cl,Spin-coating >> Spin-coating,1.0,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.1,22.12,0.76,18.46,1,150.0-20.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,PbI2,Undoped,Spin-coating >> Spin-coating,1.0,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.99,21.76,0.61,13.06,1,150.0-20.0
nip,SLG | FTO,ZnO-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.9,13.37,0.4,4.9,0,65.0; 100.0-5.0; 10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,0.7321428571428571,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.045,20.1,0.69,14.53,0,100.0-3.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,0.6721311475409836,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.046,17.8,0.64,11.95,0,100.0-3.0
nip,SLG | ITO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.043,15.69,0.66,10.8,0,100.0-15.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8333333333333334,Chlorobenzene,Undoped,0,PTAA,Undoped,Spin-coating,Al,100.0,Evaporation,1.06,20.93,0.76,16.89,0,100.0-10.0
pin,SLG | FTO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.6666666666666666,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,150.0,Evaporation,0.928,17.1,0.6859999999999999,10.8,0,100.0-10.0
pin,SLG | FTO,C60,Undoped,Evaporation,1,none,Undoped,Spin-coating,0.8,Toluene,Undoped,0,PTAA,Undoped,Spin-coating,Ag,100.0,Evaporation,1.04,19.68,0.65,13.24,0,100.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,120.0,Evaporation,1.01,23.1,0.746,17.37,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,none,BaAc2,Spin-coating,0.8,Chlorobenzene,Undoped,0,P3CT-N,Undoped,Spin-coating,Ag,100.0,Evaporation,1.12,22.63,0.715,18.5,0,60.0; 80-1.0; 5.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,P3CT-N,Undoped,Spin-coating,Ag,100.0,Evaporation,1.088,22.19,0.7390000000000001,17.5,0,60.0; 80-1.0; 5.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.852,18.13,0.56,8.65,0,190.0-1.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.6666666666666666,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.932,20.82,0.57,11.2,0,190.0-1.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.5,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.941,21.48,0.6,12.13,0,190.0-1.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,120.0,Evaporation | Evaporation,,,,14.32,0,120-30.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.4,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.954,24.21,0.61,14.11,0,190.0-1.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.3333333333333333,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.935,22.67,0.54,11.45,0,190.0-1.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.25,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.922,20.33,0.54,10.18,0,190.0-1.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.2,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.917,19.46,0.54,9.7,0,190.0-1.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.812,19.39,0.45,7.09,0,190.0-1.0
pin,SLG | ITO,PCBM-60 | BCP,DMOAP ,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.8,16.51,0.6629999999999999,8.85,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.14,19.2,0.6,13.2,0,105.0-10.0
nip,SLG | ITO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.14,22.5,0.79,20.2,0,105.0-10.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.87,19.05,0.42,7.18,0,75.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,PbI2,Undoped,Spin-coating,0.15,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.05,20.49,0.73,15.63,0,70.0-30.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.051,20.63,0.75,16.24,0,90.0-40.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,PbSCN2,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.1,21.76,0.728,16.44,0,60.0-2.0
nip,SLG | ITO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.99,22.32,0.71,15.76,0,130.0-60.0
nip,SLG | ITO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Imidazole,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.06,23.56,0.748,18.31,0,130.0-60.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Imidazole,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,,,,16.8,0,130.0-60.0
nip,SLG | ITO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,0.0,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,0.8109999999999999,14.34,0.481,5.59,0,100.0-45.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,PEG; Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.94,19.53,0.7,12.9,0,100.0-5.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating >> Spin-coating,0.4,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,200.0,Evaporation,0.91,15.15,0.685,9.41,1,100.0-60.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating >> Spin-coating,0.4,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,200.0,Evaporation,0.962,17.88,0.693,11.82,1,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.7,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,60.0,Evaporation,1.02,20.56,0.7,14.7,1,150.0-20.0
nip,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.05,20.55,0.674,14.57,0,70; 100-1.0; 10.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,,,,14.6,0,70; 100-1.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Graphene-QDs,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.09,23.67,0.6859999999999999,17.7,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,23.18,0.6809999999999999,14.0,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Au,60.0,Evaporation,0.94,20.5,0.56,10.8,0,90.0-120.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.89,21.8,0.64,12.4,0,90.0-120.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.8,Toluene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,1.08,16.2,0.757,13.28,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, TiCl4,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.004,19.36,0.6459999999999999,12.64,0,45.0-100.0
nip,SLG | FTO,TiO2-c | TiO2-nw, TiCl4,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.054,19.25,0.6859999999999999,13.92,0,45.0-100.0
nip,SLG | FTO,TiO2-c | TiO2-nw,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.948,19.11,0.624,11.31,0,45.0-100.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,110.0,Evaporation,0.99,15.51,0.6,9.38,0,100.0-5.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,PCBM-60,1,NiO-c,Undoped,Spin-coating,Ag,120.0,Evaporation,1.01,22.2,0.732,16.4,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.9,18.84,0.63,10.69,0,100.0-60.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,100.0,Evaporation,1.0,16.8,0.53,9.02,0,100.0-10.0
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,100.0,Evaporation,1.03,19.4,0.58,12.1,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,P3HT,Undoped,Spin-coating,Ag,100.0,Evaporation,1.03,20.37,0.79,16.65,0,65; 100-4.0; 60.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,exMMT,Spin-coating,0.8,Diethyl ether,Undoped,0,P3HT,Undoped,Spin-coating,Ag,100.0,Evaporation,1.05,20.51,0.8,17.29,0,65; 100-4.0; 60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.0,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.0,19.0,0.741,14.1,0,100.0-10.0
