Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_additives_compounds,Backcontact_stack_sequence,Backcontact_thickness_list,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing,prob
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating | Spin-coating,PbCl2,4-MSA,Spin-coating,0.7505881093588814,Chlorobenzene,PTAA,NPB,AgAl,429.240099845293,0,60; 100-1.0; 10.0,0.9058004524833408
pin,SLG | FTO,PCBM-60 | BCP,DMOPA ,Spin-coating | Spin-coating,Stoichiometric,SQ63,Spin-coating,0.9251406717918201,Ethyl acetate,P3CT-N,Undoped,MoO3 | Au,107.25532519101296,0,130; 100-2.0; 60.0,0.9057448252897708
pin,SLG | FTO,PCBM-60,PFNOX; Polystyrene,Spin-coating,PbCl2,FABr,Spin-coating,0.9192931502613501,Chlorobenzene,PTAA,NPB,AgAl,312.4382232459816,0,50.0; 85.0-2.0; 30.0,0.9055085836303676
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,Stoichiometric,Rhodanina,Spin-coating,0.9334274011585557,Chlorobenzene,PTAA,F4-TCNQ,Ca | Al,158.97209898663328,0,60; 85-1.0; 25.0,0.9054677439717288
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,4-MSA,Spin-coating,0.9638467564209953,Chlorobenzene,PTAA,NPB,AgAl,25.551549751402277,0,60; 120-5.0; 10.0,0.9052388767862086
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,PbI2,Phenylethyl ammonium iodide,Spin-coating,0.9470649093707267,Chlorobenzene,PTAA,F4-TCNQ,AgAl,110.50019644041949,0,60; 100-2.0; 10.0,0.9051784063427615
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,Stoichiometric,PPC,Spin-coating,0.913706973983942,Diethyl ether,PTAA,Undoped,MoO3 | Ag,111.38238159994047,0,60; 100-2.0; 5.0,0.9051533040074192
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,MAI,H2O,Spin-coating,0.7494812749142483,Chlorobenzene,PTAA,F8BT,AgAl,99.77772834045501,0,60; 80-1.0; 80.0,0.9051362675501083
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,PbI2,SA-1,Spin-coating,0.9185196696852572,Chlorobenzene,PTAA,PolyTPD,AgAl,205.48933788804308,0,60.0; 85.0-2.0; 25.0,0.9051233147326173
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating | Spin-coating,PbAc2,ABS,Spin-coating,0.7936861323368056,Chlorobenzene,PTAA,PolyTPD,AgAl,142.80981439625594,0,100.0-4.0,0.9047581324044078
pin,SLG | FTO,PCBM-60,DMBI,Spin-coating,PbI2; PbBr2,TDZDT,Spin-coating,0.8936372843537292,Chlorobenzene,PTAA,PolyTPD,Ag,79.62930432321608,0,60; 100-3.0; 10.0,0.9045726397810504
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,PbAc2,FU11,Spin-coating,0.8844106644260744,Chlorobenzene,PTAA,TAPC,AgAl,253.09078133976718,0,60.0-90.0,0.9043756153548584
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,PbCl2,DA2PbI4,Spin-coating,0.8296873188225032,Chlorobenzene,PTAA,PolyTPD,AgAl,236.17431810921641,0,100.0-144.0,0.9041802747093689
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,Polyurethane,Spin-coating,0.9380221057095286,Chlorobenzene,PTAA,F4-TCNQ,Al,122.09060256235374,0,60; 110-1.0; 10.0,0.9041155201810187
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,PbI2; PbBr2,Phenylethyl ammonium iodide,Spin-coating,0.8653390593645097,Chlorobenzene,PTAA,PolyTPD,AgAl,33.76197244304501,0,65.0; 100.0-5.0; 10.0,0.9040870887170666
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,Pb,NH4I,Spin-coating >> CBD,0.7099857196591652,Chlorobenzene,PTAA,F8BT,AgAl,148.74369035644722,1,100.0-80.0,0.9037686287175812
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,PbI2; PbBr2,SA-1,Spin-coating,0.9250904809962303,Chlorobenzene,PTAA,Undoped,Cu,100.97886375766029,0,60; 100-5.0; 10.0,0.90362540332728
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,PbCl2,P123,Spin-coating,0.7920686016204753,Chlorobenzene,PTAA,F4-TCNQ,AgAl,331.3780424781572,0,100.0-6.0,0.9036134655675997
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,Polyurethane,Spin-coating,0.8192679262010834,Chlorobenzene,PTAA,F8BT,AgAl,228.41030449583104,0,50.0-30.0,0.9031865554255757
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,PbI2; PbBr2,Thiourea,Spin-coating,0.8447392515317461,Chlorobenzene,PTAA,F4-TCNQ,AgAl,75.8213060623042,0,65; 100-1.0; 10.0,0.903047870534983
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,Pb,MACSN,Spin-coating,0.7935729223045381,Chlorobenzene,PTAA,F8BT,Ag,213.8455952902237,0,100.0-2.0,0.9029242333153218
pin,SLG | FTO,SnO2-np,Undoped,Spin-coating,PbAc2,NH4I,Spin-coating,0.777099163996325,Chlorobenzene,PTAA,PolyTPD,Al,34.198458987156975,0,100.0-33.0,0.9027465399210307
pin,SLG | FTO,PCBM-60,Stearic acid; EDA,Spin-coating,PbI2,PbAc2,Spin-coating,0.7688585292651277,Diethyl ether,PTAA,F4-TCNQ,AgAl,212.9963838911962,0,100.0-30.0,0.9027376566000972
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,BAI,Spin-coating,0.2590616659166415,Chlorobenzene,PTAA,NPB,AgAl,84.91941590370817,0,60.0-5.0,0.9027228080419264
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,PbI2; PbBr2,Ba,Spin-coating,0.8452747066139537,Chlorobenzene,PTAA,PolyTPD,Ag,48.184871664218036,0,60.0; 85.0-2.0; 25.0,0.9023379110716555
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,PbAc2,Cl; DPE,Spin-coating >> CBD,0.7894992544264933,Chlorobenzene,PTAA,TAPC,Al,76.87015399439693,0,110-45.0,0.9021920224919586
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating | Spin-coating,Stoichiometric,TiO2-np,Spin-coating,0.9143207414480884,Diethyl ether,PTAA,F8BT,AgAl,109.43330375585964,0,60; 85-1.0; 25.0,0.9020727731223769
pin,SLG | FTO,PCBM-60,BaSnO3,Spin-coating,Pb,HATNA,Spin-coating,0.7372726851225192,Diethyl ether,PTAA,F8BT,Ag,144.30396470271498,0,100.0-45.0,0.9016987213643981
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,PbAc2,Mn,Spin-coating,0.8187431031022265,Chlorobenzene,PTAA,F8BT,AgAl,109.38313104669727,0,100.0-120.0,0.9016425813509634
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating | Evaporation,NH4Cl,OTAB,Spin-coating,0.9170708471985843,Chlorobenzene,PTAA,NPB,AgAl,336.1522408388616,0,100.0-9.0,0.9015455577804558
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,none,EC,Spin-coating,0.25058877193025836,Diethyl ether,PTAA,NPB,AgAl,90.45119544635666,0,100.0-9.0,0.9011196002312426
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,PbI2,Phenylethyl ammonium iodide,Spin-coating,0.7326666516864339,Chlorobenzene,PTAA,NPB,AgAl,499.82963171543884,0,60.0; 100-2.0; 5.0,0.9011077968059018
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating | Spin-coating,NH4Cl,NH4SCN,Spin-coating,0.7078972786799421,Chlorobenzene,PTAA,NPB,AgAl,472.3292267479231,0,100.0-240.0,0.9010950814052028
pin,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,PbCl2,PbC2N2S2,Spin-coating,0.8344219287017587,Chlorobenzene,PTAA,PolyTPD,Ag,330.25138109128216,0,100.0-70.0,0.900965542473881
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating | Spin-coating,PbI2,Butanediaminedihydroiodide,Spin-coating,0.9210759459130746,Chlorobenzene,PTAA,PolyTPD,AgAl,64.16015842107231,0,60.0; 80.0-1.0; 2.0,0.900761741376243
pin,SLG | FTO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,Pb,GuaI,Spin-coating,0.8318161089664657,Chlorobenzene,PTAA,TAPC,AgAl,75.55620542539586,0,100.0-1.5,0.9006191452015837
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,NH4Cl,CsPbBr-np,Spin-coating,0.7457774974748528,Chlorobenzene,PTAA,TAPC,AgAl,111.0432287201567,0,100.0-10.0,0.9004649394811972
pin,SLG | FTO,C60 | BCP,Undoped,Evaporation | Evaporation,Stoichiometric,Phenylethyl ammonium iodide,Spin-coating,0.9418221532894856,Chlorobenzene,PTAA,Undoped,AgAl,83.6225291244103,0,100.0-12.0,0.9002413213518088
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,Stoichiometric,CH2I2,Spin-coating,0.7557523923051652,Chlorobenzene,PTAA,NPB,AgAl,302.99914048972363,0,100.0-144.0,0.9000586866040869
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,PbI2; PbBr2,EtOH,Spin-coating,0.8800302762867008,Diethyl ether,PTAA,PolyTPD,AgAl,150.32645801295877,0,50; 85-1.5; 25.0,0.9000360835263262
